(in /media/data/develop/rails/3m/svn/3m.dev.pankowecki.pl_port_3033/code)
RevisionNumber	ControllersLOC	ControllersClasses	ControllersMethods	HelpersLOC	HelpersClasses	HelpersMethods	ModelsLOC	ModelsClasses	ModelsMethods	LibrariesLOC	LibrariesClasses	LibrariesMethods	IntegrationTestsLOC	IntegrationTestsClasses	IntegrationTestsMethods	FunctionalTestLOC	FunctionalTestClasses	FunctionalTestMethods	UnitTestsLOC	UnitTestsClasses	UnitTestsMethods	TotalLOC	TotalClasses	TotalMethods	
421	1067	19	100	360	0	32	1461	20	151	679	13	64	39	2	2	1236	24	104	2288	28	164	7130	106	617	
422	1067	19	100	360	0	32	1461	20	151	679	13	64	39	2	2	1236	24	104	2288	28	164	7130	106	617	
423	1067	19	100	360	0	32	1461	20	151	679	13	64	39	2	2	1236	24	104	2288	28	164	7130	106	617	
424	1067	19	100	360	0	32	1461	20	151	679	13	64	39	2	2	1236	24	104	2288	28	164	7130	106	617	
425	1075	19	101	360	0	32	1461	20	151	679	13	64	39	2	2	1253	24	104	2288	28	164	7155	106	618	
426	1075	19	101	365	0	33	1461	20	151	679	13	64	39	2	2	1304	24	106	2288	28	164	7211	106	621	
427	1057	19	100	365	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7275	106	622	
428	1057	19	100	365	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7275	106	622	
429	1051	19	100	365	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7269	106	622	
430	1051	19	100	367	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7271	106	622	
431	1051	19	100	367	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7271	106	622	
432	1051	19	100	367	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7271	106	622	
433	1051	19	100	367	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7271	106	622	
434	1051	19	100	367	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7271	106	622	
435	1051	19	100	367	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7271	106	622	
436	1051	19	100	367	0	33	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7271	106	622	
437	1051	19	100	400	0	34	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7304	106	623	
438	1051	19	100	400	0	34	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7304	106	623	
439	1051	19	100	404	0	34	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7308	106	623	
440	1051	19	100	404	0	34	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7308	106	623	
441	1051	19	100	413	0	36	1462	20	151	679	13	64	39	2	2	1383	24	108	2290	28	164	7317	106	625	
442	1051	19	100	413	0	36	1462	20	151	679	13	64	39	2	2	1377	24	108	2290	28	164	7311	106	625	
443	1051	19	100	413	0	36	1501	20	153	679	13	64	39	2	2	1377	24	108	2401	28	168	7461	106	631	
444	1051	19	100	413	0	36	1507	21	153	679	13	64	39	2	2	1377	24	108	2426	29	170	7492	108	633	
445	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
446	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
447	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
448	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
449	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
450	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
451	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
452	1059	19	100	413	0	36	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7508	108	636	
453	1059	19	100	426	0	38	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7521	108	638	
454	1059	19	100	426	0	38	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7521	108	638	
455	1059	19	100	426	0	38	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7521	108	638	
456	1059	19	100	426	0	38	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7521	108	638	
457	1059	19	100	426	0	38	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7521	108	638	
458	1059	19	100	426	0	38	1515	21	156	679	13	64	39	2	2	1377	24	108	2426	29	170	7521	108	638	
459	1059	19	100	426	0	38	1520	21	156	679	13	64	39	2	2	1377	24	108	2458	29	172	7558	108	640	
460	1055	19	100	426	0	38	1531	21	157	679	13	64	39	2	2	1377	24	108	2458	29	172	7565	108	641	
461	1055	19	100	426	0	38	1531	21	157	679	13	64	39	2	2	1377	24	108	2458	29	172	7565	108	641	
462	1054	19	100	425	0	38	1531	21	157	685	12	65	39	2	2	1351	24	107	2458	29	172	7543	107	641	
463	1054	19	100	425	0	38	1531	21	157	685	12	65	39	2	2	1351	24	107	2458	29	172	7543	107	641	
464	1054	19	100	425	0	38	1531	21	157	685	12	65	39	2	2	1351	24	107	2458	29	172	7543	107	641	
465	1054	19	100	425	0	38	1531	21	157	685	12	65	39	2	2	1351	24	107	2458	29	172	7543	107	641	
466	1054	19	100	425	0	38	1531	21	157	685	12	65	39	2	2	1351	24	107	2458	29	172	7543	107	641	
467	1054	19	100	446	0	40	1531	21	157	685	12	65	39	2	2	1353	24	107	2458	29	172	7566	107	643	
468	1058	19	100	446	0	40	1531	21	157	685	12	65	39	2	2	1353	24	107	2458	29	172	7570	107	643	
469	1058	19	100	446	0	40	1531	21	157	685	12	65	39	2	2	1353	24	107	2458	29	172	7570	107	643	
470	1058	19	100	446	0	40	1531	21	157	685	12	65	39	2	2	1353	24	107	2458	29	172	7570	107	643	
471	1058	19	100	446	0	40	1531	21	157	685	12	65	39	2	2	1353	24	107	2458	29	172	7570	107	643	
472	1058	19	100	446	0	41	1531	21	157	685	12	65	39	2	2	1353	24	107	2458	29	172	7570	107	644	
473	1063	19	101	446	0	41	1531	21	157	685	12	65	39	2	2	1386	24	109	2458	29	172	7608	107	647	
474	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
475	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
476	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
477	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
478	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
479	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
480	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
481	1063	19	101	481	0	43	1531	21	157	685	12	65	39	2	2	1408	24	109	2458	29	172	7665	107	649	
482	1063	19	101	481	0	43	1555	21	159	701	13	68	39	2	2	1408	24	109	2525	29	173	7772	108	655	
483	1063	19	101	481	0	43	1555	21	159	701	13	68	39	2	2	1408	24	109	2525	29	173	7772	108	655	
484	1063	19	101	481	0	43	1560	21	159	701	13	68	39	2	2	1408	24	109	2529	29	173	7781	108	655	
485	1063	19	101	481	0	43	1560	21	159	701	13	68	39	2	2	1437	24	110	2529	29	173	7810	108	656	
486	1063	19	101	481	0	43	1560	21	159	701	13	68	39	2	2	1473	24	112	2541	29	173	7858	108	658	
487	1055	19	99	481	0	43	1560	21	159	701	13	68	39	2	2	1473	24	112	2541	29	173	7850	108	656	
488	1051	19	98	481	0	43	1562	21	159	708	13	69	39	2	2	1473	24	112	2541	29	173	7855	108	656	
489	1051	19	98	481	0	43	1562	21	159	708	13	69	39	2	2	1473	24	112	2541	29	173	7855	108	656	
490	1051	19	98	481	0	43	1562	21	159	708	13	69	39	2	2	1541	24	115	2541	29	173	7923	108	659	
491	1051	19	98	475	0	43	1562	21	159	708	13	69	39	2	2	1541	24	115	2541	29	173	7917	108	659	
492	1028	19	102	518	0	51	1559	21	153	708	13	69	39	2	2	1541	24	115	2601	29	173	7994	108	665	
493	1029	19	102	518	0	51	1559	21	153	708	13	69	39	2	2	1612	24	117	2601	29	173	8066	108	667	
